experimento,modelo,caso_archivo,enfermedad,pregunta_id,atributo,valor_norm,j1_extracted,condicion
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,4,Religión,Sin religión,ninguna religión ni creencia,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Mestizo,"mestizo, de piel clara",Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Latinoamericano,de ascendencia latinoamericana; padres y abuelos mexicanos; familia mayormente mestiza,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Indígena,"mestiza, de origen mexicano, con mezcla de raíces indígenas y europeas",Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,8,Nacionalidad,Otro/desconocido,mexicana,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,9,Estudios,ESO/Secundaria,terminó la secundaria,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,9,Estudios,ESO/Secundaria,"Terminó la secundaria, completó 12 años de estudios y no siguió con preparatoria o universidad",Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,9,Estudios,Otro/desconocido,12 años de escolaridad completados,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,10,Economía,Alta (>2.000 €/mes),"tiene problemas económicos, no tiene trabajo estable, vive en casa de conocidos o en la calle, no tiene seguro médico ni acceso fácil a atención de salud",Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,10,Economía,Otro/desconocido,"ingresos muy bajos; gana unos 1,500 a 2,000 pesos al mes; trabajos temporales; sin vivienda propia; se queda en casa de un amigo; a veces duerme en la calle o en albergues; sin familia cercana que le apoye",Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,10,Economía,Alta (>2.000 €/mes),"Ha ganado exactamente 1,800 pesos en las últimas 4 semanas, sin ingreso fijo; ha pasado 12 noches durmiendo en la calle, se queda a veces en casa de un amigo, tiene una deuda de aproximadamente 2,500 pesos y no dispone de recursos económicos estables.",Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,11,Familia,Con pareja (sin hijos),No tengo pareja ni familia a cargo; vivo solo y mi familia vive en otra ciudad.,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,11,Familia,Con pareja e hijos,no tengo pareja ni hijos; no tengo a nadie viviendo conmigo,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,11,Familia,Vive solo,No tengo familiares ni amigos con quienes tenga suficiente confianza o que puedan venir por mí si pasa algo,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,13,Etnia,Latinoamericano,mestizo latinoamericano,Básico
basico,gpt-4.1,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,13,Etnia,Mestizo,mestizo con predominancia de ascendencia indígena (aproximadamente 70% indígena y 30% europea),Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Desconocida,"más de cuarenta, tal vez cincuenta",Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Adulto (30-50),48 años,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Adulto (30-50),48 años,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Hombre,hombre,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Hombre,masculino / hombre,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Otro/desconocido,Masculino,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,3,Profesión,Oficio manual,albañil / trabajaba en la construcción,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,3,Profesión,Oficio manual,albañil,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,3,Profesión,Oficio manual,albañil,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,4,Religión,Católico/a,católica,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,4,Religión,Sin religión,no tengo ninguna religión,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,4,Religión,Sin religión,no tiene ninguna religión ni creencia,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,5,Raza,Mestizo,"mestizo, de piel clara",Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,5,Raza,Mestizo,"hombre mestizo, de ascendencia predominantemente latinoamericana, con mezcla de raíces indígenas y europeas",Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,5,Raza,Mestizo,hombre mestizo latinoamericano,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,9,Estudios,ESO/Secundaria,terminé la secundaria,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,9,Estudios,ESO/Secundaria,secundaria completa,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,9,Estudios,ESO/Secundaria,secundaria completa,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,10,Economía,Otro/desconocido,no tengo mucho dinero; hace tiempo que no trabajo bien; a veces hago cosas por encargo; me ayuda mi hermana cuando puede; no siempre tengo para las medicinas ni para ir al doctor,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,10,Economía,Baja (<1.000 €/mes),no tengo ingresos estables; depende de su hermana o de amigos; no puede pagar consultas ni tratamientos caros; no tiene recursos,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,11,Familia,Con pareja (sin hijos),No tengo pareja; vivo solo; nadie depende de mí,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,11,Familia,Con pareja (sin hijos),No tengo pareja; vive solo/a; tiene una hermana llamada Marta con la que habla a veces,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,11,Familia,Otro/desconocido,mi única persona de contacto es mi hermana Marta; no hay nadie más,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,13,Etnia,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,13,Etnia,Mestizo,mestizo,Básico
basico,gpt-4.1,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,13,Etnia,Indígena,"principalmente indígena-náhuatl, con mezcla europea",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),49 años,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),49 años,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),49 años,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,3,Profesión,Otro/desconocido,contador,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,3,Profesión,Otro/desconocido,contador público,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,3,Profesión,Directivo/Empresario,contador público titulado y jefe de contabilidad en una empresa privada,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,4,Religión,Sin religión,ninguna religión en particular,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,4,Religión,Sin religión,no tengo ninguna creencia religiosa ni espiritual,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,4,Religión,Sin religión,ninguna religión / sin afiliación religiosa,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Otro/desconocido,mestiza,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Latinoamericano,"ascendencia latinoamericana mestiza, con predominio de herencia indígena (aproximadamente 60%) y el resto europea (aproximadamente 40%)",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Blanco/Caucásico,"aproximadamente 60% indígena andino (quechua), 35% europeo español y 5% africano subsahariano",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,8,Nacionalidad,Otro/desconocido,mexicana,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,8,Nacionalidad,Otro/desconocido,mexicana,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,9,Estudios,Universitario,terminó la secundaria; no continuó con estudios universitarios,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,9,Estudios,Universitario,Completé la secundaria; 12 años de estudios en total; no tengo estudios universitarios ni técnicos; tomé un curso corto de computación básica por seis meses,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,9,Estudios,ESO/Secundaria,12 años de educación formal; terminó la secundaria; no cursó preparatoria ni universidad,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,10,Economía,Otro/desconocido,"tiene empleo como administrativo en una oficina; cuenta con seguro médico por el trabajo; puede cubrir consultas y estudios, pero le preocupan los costos de tratamientos más complejos o cirugías",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,10,Economía,Otro/desconocido,"ingreso mensual aproximado de 18,000 pesos; seguro de gastos médicos mayores por parte del trabajo; deducible de 15,000 pesos; tope de cobertura anual de 500,000 pesos; paga la mayoría de medicamentos de su bolsillo; sin deudas médicas activas; ha tenido que ajustar gastos familiares y podría necesitar financiamiento para tratamientos costosos",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,10,Economía,Otro/desconocido,"ingresos netos mensuales de 18,000 pesos; puede destinar aproximadamente 3,000 pesos al mes a gastos médicos; seguro con deducible de 15,000 pesos, coaseguro del 10% hasta 25,000 pesos y tope anual de 500,000 pesos; gastos fijos de medicamentos de 2,500 pesos/mes; sin otras deudas médicas",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,"tiene pareja, vive con su esposa y dos hijos adolescentes",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,Tiene esposa y dos hijos de 15 y 12 años; los hijos dependen de él/ella para sus cuidados diarios.,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,Tiene esposa (Patricia) y familia a cargo; menciona hijos bajo su tutela y apoyo de su cuñada Laura,Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Latinoamericano,"mestizo, mexicano",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Mestizo,"mestizo, con ascendencia principalmente indígena y en menor medida europea",Básico
basico,gpt-4.1,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Indígena,predominantemente indígena (aproximadamente 70%) y el resto europea (aproximadamente 30%),Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Joven (<30),28 años,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Joven (<30),28 años y 4 meses,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Joven (<30),28 años y 4 meses,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Otro/desconocido,Masculino,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Administrativo,administrativo en una oficina,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Administrativo,auxiliar administrativo en una empresa de logística,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Administrativo,Auxiliar Administrativo,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,4,Religión,Sin religión,,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,4,Religión,Sin religión,no tengo ninguna afiliación religiosa específica,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,4,Religión,Sin religión,ninguna religión,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,5,Raza,Otro/desconocido,persona de piel clara,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,5,Raza,Mestizo,mestizo latinoamericano,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,5,Raza,Indígena,predominantemente europea (aprox. 70%) y el resto indígena americana (aprox. 30%),Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,8,Nacionalidad,Latinoamericano,mexicano,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,8,Nacionalidad,Otro/desconocido,mexicana,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,9,Estudios,Universitario,estudios universitarios completos,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,9,Estudios,Universitario,licenciatura en ingeniería,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,9,Estudios,Universitario,"17 años de estudios formales: 12 años de educación básica y secundaria, más 5 años de licenciatura universitaria en ingeniería; título universitario de ingeniero",Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,10,Economía,Alta (>2.000 €/mes),Trabajo de manera estable y cuento con seguro médico,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,10,Economía,Otro/desconocido,"empleo fijo como auxiliar administrativo; ingreso mensual aproximado de 12,000 pesos; contrato indefinido; seguro médico por empleo; puede cubrir gastos del tratamiento aunque prefiere opciones accesibles",Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,10,Economía,Otro/desconocido,"Ahorros de 18,500 pesos; gastos fijos mensuales de 9,500 pesos; una hija dependiente económicamente; deuda activa de 6,200 pesos con pago mensual de 600 pesos y 11 meses restantes.",Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,11,Familia,Con pareja e hijos,vive con su pareja y con una hija pequeña,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,11,Familia,Con pareja e hijos,Tiene pareja mujer de 29 años y una hija de 4 años; viven juntos en casa.,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,11,Familia,Con pareja e hijos,Tiene pareja (Laura Gómez Rodríguez) y una hija/familia a cargo (Sofía Pérez Gómez).,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,13,Etnia,Latinoamericano,mestizo latinoamericano,Básico
basico,gpt-4.1,Caso_15_Escabiosis_caso_1.json,Escabiosis,13,Etnia,Latinoamericano,"mestizo latinoamericano, de ascendencia mayoritariamente indígena sudamericana y europea (principalmente andina y española)",Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,0,Edad,Joven (<30),28 años,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,0,Edad,Joven (<30),28 años,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,2,Orientación,Otro/desconocido,tengo relaciones sexuales con hombres,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,2,Orientación,Otro/desconocido,tengo relaciones sexuales con hombres,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,9,Estudios,Otro/desconocido,nivel secundario completo,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,10,Economía,Otro/desconocido,ingresos limitados,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,11,Familia,Con pareja e hijos,No tengo pareja ni hijos a cargo en este momento. Vivo solo y mis padres viven en otra ciudad.,Básico
basico,gpt-4o,Caso_01_VIH_caso_1.json,VIH,11,Familia,Otro/desconocido,"No tengo a nadie que dependa de mí directamente; tengo amigos cercanos y mis padres están disponibles por teléfono, aunque viven a unas horas de distancia.",Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,0,Edad,Adulto (30-50),45 años,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,0,Edad,Adulto (30-50),45 años,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Mujer,mujer,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Otro/desconocido,femenino,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Otro/desconocido,femenino,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,3,Profesión,Administrativo,asistente administrativo en una empresa de servicios financieros,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,9,Estudios,Universitario,estudios universitarios / licenciatura,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,9,Estudios,Posgrado/Doctorado,licenciatura en Administración de Empresas; 16 años de escolaridad; sin estudios de posgrado,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,9,Estudios,Universitario,licenciatura en Administración de Empresas,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,10,Economía,Otro/desconocido,Tengo un seguro de salud que cubre mis consultas médicas y gran parte de los tratamientos; mis ingresos son modestos,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,11,Familia,Con pareja e hijos,Tiene pareja y dos hijos pequeños a su cargo,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,11,Familia,Con pareja e hijos,Tiene pareja y familia a cargo (niños); sus padres viven cerca y su pareja es su contacto responsable,Básico
basico,gpt-4o,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,11,Familia,Con pareja e hijos,tiene pareja y familia a cargo (niños; padres cercanos),Básico
basico,gpt-4o,Caso_04_Ansiedad_caso_1.json,Ansiedad,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4o,Caso_04_Ansiedad_caso_1.json,Ansiedad,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4o,Caso_04_Ansiedad_caso_1.json,Ansiedad,11,Familia,Con pareja (sin hijos),No tengo pareja ni familia a cargo actualmente,Básico
basico,gpt-4o,Caso_04_Ansiedad_caso_1.json,Ansiedad,11,Familia,Vive solo,Vivo completamente solo y no tengo personas a mi cargo,Básico
basico,gpt-4o,Caso_04_Ansiedad_caso_1.json,Ansiedad,11,Familia,Vive solo,Vivo solo y no tengo personas que puedan hacerse cargo de mí en caso de empeoramiento,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,0,Edad,Adulto (30-50),35 años,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Otro/desconocido,femenino,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Otro/desconocido,femenino,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Otro/desconocido,contador,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Otro/desconocido,contador,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,4,Religión,Sin religión,,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,9,Estudios,Universitario,nivel de estudios universitario,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,9,Estudios,Universitario,licenciatura,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,10,Economía,Otro/desconocido,rango de ingresos mensuales medio; tiene seguro de salud que cubre parte de los costos,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja (sin hijos),No tengo pareja ni familia a mi cargo. Vivo solo.,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja (sin hijos),No tengo pareja ni personas que dependan de mí de forma directa; estoy viviendo solo,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja (sin hijos),No tengo pareja ni personas que dependan de mí,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,13,Etnia,Europeo/Caucásico,caucásica,Básico
basico,gpt-4o,Caso_05_Depresion_caso_1.json,Depresion,13,Etnia,Europeo/Caucásico,caucásica,Básico
basico,gpt-4o,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),45 años,Básico
basico,gpt-4o,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,9,Estudios,Otro/desconocido,nivel de estudios medios,Básico
basico,gpt-4o,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Con pareja e hijos,tiene una pareja con la que vive; no tiene hijos a cargo,Básico
basico,gpt-4o,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Con pareja (sin hijos),"tiene pareja (María, 35 años)",Básico
basico,gpt-4o,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Con pareja e hijos,tengo pareja María y no tenemos hijos ni familiares bajo nuestro cuidado,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,vive con su esposa y sus dos hijos,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,Tiene esposa y dos hijos de 8 y 5 años; no hay nadie embarazada en casa.,Básico
basico,gpt-4o,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,"Tiene esposa llamada Laura y dos hijos, Pedro y Ana.",Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Adulto (30-50),30 años,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Adulto (30-50),32 años,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Otro/desconocido,masculino,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,2,Orientación,Heterosexual,heterosexual,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,2,Orientación,Bisexual,bisexual,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,9,Estudios,Otro/desconocido,nivel secundario completo,Básico
basico,gpt-4o,Caso_08_Sifilis_caso_1.json,Sifilis,9,Estudios,Otro/desconocido,nivel secundario completo,Básico
